id,sales_datetime,sales_count
24b9b2a020826ede,06/01/2016,4
24b9b2a020826ede,07/01/2016,3
24b9b2a020826ede,06/01/2016,4
24b9b2a020826ede,10/01/2016,38
24b9b2a020826ede,06/01/2016,3
632ba66e1f75aa28,16/01/2016,2
632ba66e1f75aa28,16/01/2016,4
db80363d35f10926,06/01/2016,16
db80363d35f10926,12/01/2016,4
db80363d35f10926,16/01/2016,3
3cad29d1a23209d2,04/01/2016,3
3cad29d1a23209d2,16/01/2016,2
3cad29d1a23209d2,14/01/2016,2
632ba66e1f75aa28,16/01/2016,2
24b9b2a020826ede,07/01/2016,6
632ba66e1f75aa28,17/01/2016,1
632ba66e1f75aa28,17/01/2016,1
632ba66e1f75aa28,17/01/2016,2
632ba66e1f75aa28,17/01/2016,2
632ba66e1f75aa28,17/01/2016,1
632ba66e1f75aa28,17/01/2016,3
632ba66e1f75aa28,17/01/2016,2
632ba66e1f75aa28,17/01/2016,2
632ba66e1f75aa28,17/01/2016,2
632ba66e1f75aa28,17/01/2016,2
632ba66e1f75aa28,17/01/2016,2
632ba66e1f75aa28,17/01/2016,2
632ba66e1f75aa28,17/01/2016,1
632ba66e1f75aa28,17/01/2016,1
632ba66e1f75aa28,17/01/2016,2
632ba66e1f75aa28,17/01/2016,2
632ba66e1f75aa28,17/01/2016,2
3cad29d1a23209d2,13/01/2016,1
3cad29d1a23209d2,15/01/2016,2
3cad29d1a23209d2,16/01/2016,2
24b9b2a020826ede,15/01/2016,7
24b9b2a020826ede,07/01/2016,14
3cad29d1a23209d2,13/01/2016,2
f068442ebb6c246c,18/01/2016,2
3cad29d1a23209d2,13/01/2016,5
db80363d35f10926,13/01/2016,2
24b9b2a020826ede,19/01/2016,4
24b9b2a020826ede,16/01/2016,2
24b9b2a020826ede,16/01/2016,22
db80363d35f10926,14/01/2016,26
3cad29d1a23209d2,19/01/2016,2
3cad29d1a23209d2,17/01/2016,3
24b9b2a020826ede,07/01/2016,5
24b9b2a020826ede,06/01/2016,11
632ba66e1f75aa28,20/01/2016,2
632ba66e1f75aa28,20/01/2016,2
3cad29d1a23209d2,04/01/2016,4
3cad29d1a23209d2,08/01/2016,9
3cad29d1a23209d2,15/01/2016,2
24b9b2a020826ede,18/01/2016,6
db80363d35f10926,21/01/2016,2
3cad29d1a23209d2,18/01/2016,3
24b9b2a020826ede,21/01/2016,6
24b9b2a020826ede,16/01/2016,7
24b9b2a020826ede,07/01/2016,4
24b9b2a020826ede,20/01/2016,2
24b9b2a020826ede,15/01/2016,2
db80363d35f10926,19/01/2016,18
db80363d35f10926,14/01/2016,3
db80363d35f10926,04/01/2016,12
632ba66e1f75aa28,21/01/2016,2
3cad29d1a23209d2,10/01/2016,2
3cad29d1a23209d2,08/01/2016,2
3cad29d1a23209d2,15/01/2016,2
632ba66e1f75aa28,21/01/2016,2
db80363d35f10926,20/01/2016,2
db80363d35f10926,18/01/2016,4
db80363d35f10926,19/01/2016,7
24b9b2a020826ede,09/01/2016,3
24b9b2a020826ede,12/01/2016,2
24b9b2a020826ede,19/01/2016,5
24b9b2a020826ede,07/01/2016,15
24b9b2a020826ede,20/01/2016,6
24b9b2a020826ede,22/01/2016,2
24b9b2a020826ede,04/01/2016,6
db80363d35f10926,20/01/2016,2
3cad29d1a23209d2,11/01/2016,4
3cad29d1a23209d2,09/01/2016,3
632ba66e1f75aa28,23/01/2016,4
24b9b2a020826ede,19/01/2016,4
3cad29d1a23209d2,23/01/2016,2
3cad29d1a23209d2,11/01/2016,2
3cad29d1a23209d2,14/01/2016,2
db80363d35f10926,08/01/2016,17
db80363d35f10926,25/01/2016,2
24b9b2a020826ede,21/01/2016,8
24b9b2a020826ede,10/01/2016,15
24b9b2a020826ede,14/01/2016,8
3cad29d1a23209d2,17/01/2016,8
3cad29d1a23209d2,19/01/2016,2
24b9b2a020826ede,19/01/2016,4
24b9b2a020826ede,27/01/2016,4
24b9b2a020826ede,17/01/2016,4
24b9b2a020826ede,26/01/2016,4
24b9b2a020826ede,25/01/2016,5
24b9b2a020826ede,15/01/2016,6
632ba66e1f75aa28,18/01/2016,2
632ba66e1f75aa28,27/01/2016,2
632ba66e1f75aa28,15/01/2016,4
632ba66e1f75aa28,27/01/2016,2
3cad29d1a23209d2,27/01/2016,3
3cad29d1a23209d2,25/01/2016,2
db80363d35f10926,25/01/2016,2
24b9b2a020826ede,28/01/2016,2
f068442ebb6c246c,26/01/2016,3
3cad29d1a23209d2,21/01/2016,3
3cad29d1a23209d2,13/01/2016,4
3cad29d1a23209d2,19/01/2016,2
f068442ebb6c246c,13/01/2016,3
db80363d35f10926,27/01/2016,2
db80363d35f10926,29/01/2016,2
3cad29d1a23209d2,11/01/2016,2
3cad29d1a23209d2,29/01/2016,2
3cad29d1a23209d2,08/01/2016,9
24b9b2a020826ede,06/01/2016,3
24b9b2a020826ede,27/01/2016,7
24b9b2a020826ede,29/01/2016,2
24b9b2a020826ede,28/01/2016,3
24b9b2a020826ede,28/01/2016,12
db80363d35f10926,30/01/2016,2
db80363d35f10926,29/01/2016,2
db80363d35f10926,29/01/2016,4
db80363d35f10926,25/01/2016,5
3cad29d1a23209d2,14/01/2016,3
db80363d35f10926,26/01/2016,7
632ba66e1f75aa28,31/01/2016,4
632ba66e1f75aa28,31/01/2016,2
24b9b2a020826ede,29/01/2016,2
24b9b2a020826ede,30/01/2016,3
24b9b2a020826ede,02/02/2016,2
3cad29d1a23209d2,18/01/2016,2
db80363d35f10926,30/01/2016,3
3cad29d1a23209d2,19/01/2016,4
3cad29d1a23209d2,31/01/2016,3
db80363d35f10926,26/01/2016,15
24b9b2a020826ede,20/01/2016,2
24b9b2a020826ede,03/02/2016,8
24b9b2a020826ede,15/01/2016,13
db80363d35f10926,18/01/2016,13
3cad29d1a23209d2,04/02/2016,4
3cad29d1a23209d2,30/01/2016,3
3cad29d1a23209d2,07/01/2016,2
24b9b2a020826ede,01/02/2016,6
24b9b2a020826ede,26/01/2016,8
24b9b2a020826ede,05/02/2016,2
24b9b2a020826ede,03/02/2016,3
24b9b2a020826ede,03/02/2016,4
db80363d35f10926,26/01/2016,8
632ba66e1f75aa28,03/02/2016,4
632ba66e1f75aa28,05/02/2016,2
db80363d35f10926,25/01/2016,7
632ba66e1f75aa28,04/02/2016,3
3cad29d1a23209d2,07/01/2016,3
24b9b2a020826ede,05/02/2016,2
24b9b2a020826ede,20/01/2016,7
24b9b2a020826ede,04/02/2016,14
24b9b2a020826ede,03/02/2016,2
24b9b2a020826ede,21/01/2016,4
632ba66e1f75aa28,22/01/2016,3
db80363d35f10926,04/02/2016,2
db80363d35f10926,06/02/2016,2
db80363d35f10926,02/02/2016,4
3cad29d1a23209d2,02/02/2016,6
3cad29d1a23209d2,11/01/2016,2
3cad29d1a23209d2,05/01/2016,3
3cad29d1a23209d2,04/02/2016,2
db80363d35f10926,29/01/2016,2
632ba66e1f75aa28,06/02/2016,2
3cad29d1a23209d2,07/02/2016,2
3cad29d1a23209d2,19/01/2016,3
db80363d35f10926,06/02/2016,6
db80363d35f10926,06/02/2016,10
db80363d35f10926,06/02/2016,6
24b9b2a020826ede,05/02/2016,5
3cad29d1a23209d2,28/01/2016,2
3cad29d1a23209d2,25/01/2016,2
db80363d35f10926,08/02/2016,2
db80363d35f10926,06/02/2016,2
24b9b2a020826ede,05/02/2016,2
24b9b2a020826ede,08/02/2016,3
24b9b2a020826ede,02/02/2016,18
24b9b2a020826ede,09/02/2016,4
24b9b2a020826ede,03/02/2016,7
24b9b2a020826ede,08/02/2016,4
24b9b2a020826ede,05/02/2016,4
24b9b2a020826ede,30/01/2016,7
24b9b2a020826ede,26/01/2016,18
24b9b2a020826ede,08/02/2016,6
24b9b2a020826ede,20/01/2016,6
632ba66e1f75aa28,08/02/2016,2
632ba66e1f75aa28,10/02/2016,2
db80363d35f10926,14/01/2016,8
db80363d35f10926,01/02/2016,2
3cad29d1a23209d2,28/01/2016,2
632ba66e1f75aa28,10/02/2016,2
3cad29d1a23209d2,10/02/2016,3
3cad29d1a23209d2,06/02/2016,2
db80363d35f10926,04/02/2016,2
632ba66e1f75aa28,11/02/2016,2
24b9b2a020826ede,08/02/2016,2
db80363d35f10926,30/01/2016,2
db80363d35f10926,12/01/2016,13
3cad29d1a23209d2,04/02/2016,3
3cad29d1a23209d2,07/02/2016,2
24b9b2a020826ede,09/02/2016,2
24b9b2a020826ede,11/02/2016,9
db80363d35f10926,11/02/2016,2
db80363d35f10926,10/02/2016,4
3cad29d1a23209d2,25/01/2016,5
3cad29d1a23209d2,01/02/2016,3
3cad29d1a23209d2,01/02/2016,3
632ba66e1f75aa28,12/02/2016,2
3cad29d1a23209d2,29/01/2016,2
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,3
632ba66e1f75aa28,11/02/2016,2
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,1
632ba66e1f75aa28,09/02/2016,3
632ba66e1f75aa28,09/02/2016,1
632ba66e1f75aa28,09/02/2016,1
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,2
db80363d35f10926,11/02/2016,8
db80363d35f10926,13/02/2016,2
db80363d35f10926,05/02/2016,4
3cad29d1a23209d2,05/01/2016,2
3cad29d1a23209d2,05/02/2016,4
3cad29d1a23209d2,08/02/2016,6
db80363d35f10926,10/02/2016,12
db80363d35f10926,08/02/2016,8
db80363d35f10926,20/01/2016,7
632ba66e1f75aa28,09/02/2016,3
632ba66e1f75aa28,09/02/2016,3
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,3
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,2
632ba66e1f75aa28,09/02/2016,2
3cad29d1a23209d2,25/01/2016,3
3cad29d1a23209d2,10/01/2016,2
3cad29d1a23209d2,23/01/2016,4
632ba66e1f75aa28,09/02/2016,1
632ba66e1f75aa28,09/02/2016,2
db80363d35f10926,04/02/2016,12
24b9b2a020826ede,09/02/2016,2
db80363d35f10926,14/02/2016,2
24b9b2a020826ede,10/02/2016,3
f068442ebb6c246c,13/02/2016,2
3cad29d1a23209d2,16/02/2016,2
3cad29d1a23209d2,14/02/2016,9
3cad29d1a23209d2,16/02/2016,2
3cad29d1a23209d2,16/02/2016,4
3cad29d1a23209d2,31/01/2016,3
24b9b2a020826ede,04/02/2016,2
24b9b2a020826ede,16/02/2016,4
24b9b2a020826ede,18/01/2016,4
24b9b2a020826ede,16/02/2016,5
3cad29d1a23209d2,28/01/2016,2
3cad29d1a23209d2,04/02/2016,2
3cad29d1a23209d2,17/02/2016,2
3cad29d1a23209d2,16/02/2016,2
632ba66e1f75aa28,17/02/2016,2
632ba66e1f75aa28,19/02/2016,3
db80363d35f10926,05/02/2016,3
3cad29d1a23209d2,19/01/2016,10
3cad29d1a23209d2,11/02/2016,2
3cad29d1a23209d2,23/01/2016,3
3cad29d1a23209d2,16/02/2016,2
3cad29d1a23209d2,27/01/2016,5
db80363d35f10926,09/02/2016,10
db80363d35f10926,01/02/2016,6
db80363d35f10926,08/01/2016,20
3cad29d1a23209d2,03/02/2016,7
3cad29d1a23209d2,17/02/2016,2
632ba66e1f75aa28,21/02/2016,4
db80363d35f10926,13/02/2016,22
db80363d35f10926,21/02/2016,7
3cad29d1a23209d2,18/02/2016,6
3cad29d1a23209d2,08/02/2016,3
3cad29d1a23209d2,15/02/2016,2
db80363d35f10926,18/02/2016,5
db80363d35f10926,20/02/2016,11
3cad29d1a23209d2,22/02/2016,2
3cad29d1a23209d2,01/02/2016,4
24b9b2a020826ede,22/02/2016,4
24b9b2a020826ede,08/02/2016,10
24b9b2a020826ede,19/02/2016,8
24b9b2a020826ede,22/02/2016,2
db80363d35f10926,14/02/2016,2
db80363d35f10926,24/02/2016,2
db80363d35f10926,25/02/2016,3
3cad29d1a23209d2,02/02/2016,2
db80363d35f10926,22/02/2016,2
db80363d35f10926,16/02/2016,19
db80363d35f10926,23/02/2016,11
f068442ebb6c246c,18/02/2016,4
632ba66e1f75aa28,08/02/2016,4
632ba66e1f75aa28,17/02/2016,2
3cad29d1a23209d2,31/01/2016,2
3cad29d1a23209d2,10/02/2016,3
3cad29d1a23209d2,25/02/2016,2
3cad29d1a23209d2,10/01/2016,4
632ba66e1f75aa28,25/02/2016,2
632ba66e1f75aa28,26/02/2016,2
24b9b2a020826ede,26/02/2016,3
24b9b2a020826ede,23/02/2016,2
24b9b2a020826ede,25/02/2016,8
24b9b2a020826ede,26/02/2016,2
632ba66e1f75aa28,24/02/2016,3
632ba66e1f75aa28,25/02/2016,2
632ba66e1f75aa28,05/02/2016,3
db80363d35f10926,17/02/2016,3
3cad29d1a23209d2,29/01/2016,2
3cad29d1a23209d2,22/02/2016,3
3cad29d1a23209d2,09/02/2016,4
db80363d35f10926,24/02/2016,10
3cad29d1a23209d2,26/02/2016,2
3cad29d1a23209d2,19/02/2016,2
db80363d35f10926,19/02/2016,17
3cad29d1a23209d2,13/02/2016,4
3cad29d1a23209d2,22/02/2016,2
3cad29d1a23209d2,19/02/2016,2
f068442ebb6c246c,02/03/2016,8
f068442ebb6c246c,02/03/2016,2
db80363d35f10926,22/02/2016,16
db80363d35f10926,28/02/2016,6
3cad29d1a23209d2,29/02/2016,8
3cad29d1a23209d2,24/02/2016,2
f068442ebb6c246c,19/02/2016,3
632ba66e1f75aa28,19/02/2016,4
f068442ebb6c246c,24/02/2016,5
f068442ebb6c246c,24/02/2016,3
3cad29d1a23209d2,13/02/2016,2
db80363d35f10926,25/02/2016,3
f068442ebb6c246c,04/03/2016,2
3cad29d1a23209d2,22/02/2016,2
3cad29d1a23209d2,26/02/2016,4
3cad29d1a23209d2,19/02/2016,4
3cad29d1a23209d2,02/03/2016,4
632ba66e1f75aa28,02/03/2016,2
db80363d35f10926,02/03/2016,9
db80363d35f10926,04/03/2016,8
3cad29d1a23209d2,18/02/2016,8
3cad29d1a23209d2,21/02/2016,2
3cad29d1a23209d2,15/02/2016,2
632ba66e1f75aa28,05/03/2016,3
3cad29d1a23209d2,24/02/2016,5
3cad29d1a23209d2,22/02/2016,4
f068442ebb6c246c,01/03/2016,4
3cad29d1a23209d2,27/02/2016,2
3cad29d1a23209d2,20/02/2016,6
24b9b2a020826ede,02/03/2016,5
f068442ebb6c246c,08/03/2016,4
24b9b2a020826ede,29/02/2016,8
632ba66e1f75aa28,06/03/2016,2
3cad29d1a23209d2,11/02/2016,2
3cad29d1a23209d2,26/02/2016,4
3cad29d1a23209d2,02/03/2016,3
3cad29d1a23209d2,24/02/2016,6
db80363d35f10926,09/03/2016,2
db80363d35f10926,07/03/2016,6
24b9b2a020826ede,10/03/2016,5
f068442ebb6c246c,10/03/2016,3
632ba66e1f75aa28,09/03/2016,4
3cad29d1a23209d2,10/03/2016,2
db80363d35f10926,08/03/2016,2
db80363d35f10926,09/03/2016,2
db80363d35f10926,07/03/2016,8
3cad29d1a23209d2,04/03/2016,2
24b9b2a020826ede,04/02/2016,11
24b9b2a020826ede,09/02/2016,10
24b9b2a020826ede,08/02/2016,10
24b9b2a020826ede,02/03/2016,2
24b9b2a020826ede,01/03/2016,3
24b9b2a020826ede,04/03/2016,6
f068442ebb6c246c,07/03/2016,2
f068442ebb6c246c,07/03/2016,2
db80363d35f10926,29/02/2016,9
db80363d35f10926,11/03/2016,7
f068442ebb6c246c,29/02/2016,4
f068442ebb6c246c,11/03/2016,2
f068442ebb6c246c,11/03/2016,3
db80363d35f10926,10/03/2016,10
3cad29d1a23209d2,09/03/2016,2
632ba66e1f75aa28,10/03/2016,2
3cad29d1a23209d2,06/03/2016,3
3cad29d1a23209d2,25/01/2016,9
24b9b2a020826ede,12/02/2016,10
24b9b2a020826ede,10/03/2016,2
24b9b2a020826ede,04/03/2016,2
24b9b2a020826ede,09/03/2016,2
24b9b2a020826ede,01/03/2016,16
24b9b2a020826ede,04/03/2016,5
632ba66e1f75aa28,12/03/2016,4
db80363d35f10926,01/02/2016,8
db80363d35f10926,22/02/2016,14
3cad29d1a23209d2,11/02/2016,2
db80363d35f10926,11/03/2016,2
db80363d35f10926,12/03/2016,3
db80363d35f10926,11/03/2016,5
f068442ebb6c246c,12/03/2016,3
3cad29d1a23209d2,12/03/2016,2
3cad29d1a23209d2,11/03/2016,2
db80363d35f10926,09/01/2016,19
3cad29d1a23209d2,13/03/2016,2
3cad29d1a23209d2,14/02/2016,2
3cad29d1a23209d2,06/03/2016,2
632ba66e1f75aa28,12/03/2016,3
24b9b2a020826ede,02/03/2016,4
24b9b2a020826ede,13/02/2016,28
24b9b2a020826ede,11/03/2016,4
24b9b2a020826ede,12/03/2016,2
f068442ebb6c246c,01/03/2016,5
3cad29d1a23209d2,03/02/2016,11
24b9b2a020826ede,15/03/2016,2
24b9b2a020826ede,09/03/2016,2
f068442ebb6c246c,14/03/2016,4
f068442ebb6c246c,04/03/2016,6
db80363d35f10926,02/03/2016,3
db80363d35f10926,14/03/2016,3
db80363d35f10926,16/03/2016,2
3cad29d1a23209d2,09/03/2016,15
3cad29d1a23209d2,15/03/2016,2
3cad29d1a23209d2,04/02/2016,3
3cad29d1a23209d2,18/02/2016,4
632ba66e1f75aa28,09/03/2016,2
632ba66e1f75aa28,12/03/2016,3
db80363d35f10926,12/03/2016,6
db80363d35f10926,16/03/2016,10
db80363d35f10926,25/02/2016,4
db80363d35f10926,14/03/2016,3
db80363d35f10926,15/03/2016,8
db80363d35f10926,14/03/2016,20
f068442ebb6c246c,15/03/2016,3
f068442ebb6c246c,18/03/2016,3
3cad29d1a23209d2,03/03/2016,2
3cad29d1a23209d2,28/02/2016,2
3cad29d1a23209d2,16/02/2016,4
3cad29d1a23209d2,02/03/2016,2
3cad29d1a23209d2,28/01/2016,7
632ba66e1f75aa28,19/03/2016,2
632ba66e1f75aa28,19/03/2016,2
632ba66e1f75aa28,19/03/2016,2
632ba66e1f75aa28,19/03/2016,2
632ba66e1f75aa28,19/03/2016,2
632ba66e1f75aa28,19/03/2016,2
632ba66e1f75aa28,19/03/2016,2
632ba66e1f75aa28,19/03/2016,2
632ba66e1f75aa28,19/03/2016,4
632ba66e1f75aa28,19/03/2016,2
632ba66e1f75aa28,19/03/2016,2
db80363d35f10926,19/03/2016,11
3cad29d1a23209d2,10/03/2016,2
3cad29d1a23209d2,16/02/2016,3
db80363d35f10926,18/03/2016,3
db80363d35f10926,09/03/2016,6
3cad29d1a23209d2,17/03/2016,4
db80363d35f10926,15/01/2016,31
632ba66e1f75aa28,19/03/2016,3
632ba66e1f75aa28,20/03/2016,2
632ba66e1f75aa28,20/03/2016,2
632ba66e1f75aa28,20/03/2016,2
632ba66e1f75aa28,20/03/2016,1
632ba66e1f75aa28,20/03/2016,2
3cad29d1a23209d2,10/02/2016,2
3cad29d1a23209d2,16/03/2016,2
3cad29d1a23209d2,15/03/2016,4
3cad29d1a23209d2,19/03/2016,6
632ba66e1f75aa28,20/03/2016,2
632ba66e1f75aa28,20/03/2016,1
632ba66e1f75aa28,20/03/2016,2
632ba66e1f75aa28,20/03/2016,2
632ba66e1f75aa28,20/03/2016,1
632ba66e1f75aa28,20/03/2016,2
f068442ebb6c246c,20/03/2016,2
632ba66e1f75aa28,21/03/2016,2
632ba66e1f75aa28,21/03/2016,2
632ba66e1f75aa28,21/03/2016,1
632ba66e1f75aa28,21/03/2016,1
632ba66e1f75aa28,21/03/2016,2
632ba66e1f75aa28,21/03/2016,1
3cad29d1a23209d2,04/03/2016,3
632ba66e1f75aa28,21/03/2016,2
632ba66e1f75aa28,21/03/2016,1
632ba66e1f75aa28,21/03/2016,2
632ba66e1f75aa28,21/03/2016,2
632ba66e1f75aa28,21/03/2016,1
db80363d35f10926,20/03/2016,4
db80363d35f10926,20/03/2016,3
24b9b2a020826ede,15/03/2016,3
24b9b2a020826ede,21/03/2016,6
f068442ebb6c246c,07/03/2016,7
24b9b2a020826ede,17/03/2016,10
24b9b2a020826ede,14/03/2016,4
24b9b2a020826ede,09/03/2016,15
f068442ebb6c246c,23/03/2016,7
f068442ebb6c246c,23/03/2016,3
632ba66e1f75aa28,23/03/2016,2
3cad29d1a23209d2,14/03/2016,3
3cad29d1a23209d2,29/02/2016,4
3cad29d1a23209d2,23/03/2016,4
24b9b2a020826ede,09/03/2016,6
24b9b2a020826ede,07/03/2016,14
24b9b2a020826ede,17/03/2016,2
24b9b2a020826ede,11/03/2016,13
3cad29d1a23209d2,14/03/2016,3
632ba66e1f75aa28,24/03/2016,2
3cad29d1a23209d2,08/03/2016,3
db80363d35f10926,18/03/2016,17
24b9b2a020826ede,15/03/2016,4
24b9b2a020826ede,08/03/2016,3
24b9b2a020826ede,08/02/2016,5
24b9b2a020826ede,08/03/2016,2
24b9b2a020826ede,24/03/2016,8
24b9b2a020826ede,19/02/2016,21
f068442ebb6c246c,25/03/2016,2
db80363d35f10926,02/03/2016,10
db80363d35f10926,21/03/2016,13
db80363d35f10926,26/02/2016,11
f068442ebb6c246c,25/03/2016,4
632ba66e1f75aa28,07/03/2016,2
db80363d35f10926,23/03/2016,2
f068442ebb6c246c,25/03/2016,3
3cad29d1a23209d2,21/03/2016,2
3cad29d1a23209d2,08/03/2016,3
3cad29d1a23209d2,24/02/2016,11
632ba66e1f75aa28,25/03/2016,2
632ba66e1f75aa28,21/03/2016,4
db80363d35f10926,22/03/2016,20
24b9b2a020826ede,23/03/2016,5
24b9b2a020826ede,25/03/2016,3
24b9b2a020826ede,13/03/2016,19
24b9b2a020826ede,02/03/2016,2
24b9b2a020826ede,22/03/2016,3
24b9b2a020826ede,21/03/2016,3
f068442ebb6c246c,22/03/2016,5
db80363d35f10926,20/03/2016,7
db80363d35f10926,29/02/2016,19
db80363d35f10926,29/02/2016,20
3cad29d1a23209d2,05/03/2016,2
3cad29d1a23209d2,24/02/2016,4
3cad29d1a23209d2,17/02/2016,4
3cad29d1a23209d2,26/03/2016,2
632ba66e1f75aa28,26/03/2016,3
632ba66e1f75aa28,25/03/2016,2
632ba66e1f75aa28,25/03/2016,3
db80363d35f10926,25/03/2016,2
234d3dbf7f3d5a50,27/03/2016,2
3cad29d1a23209d2,13/03/2016,10
3cad29d1a23209d2,26/03/2016,3
632ba66e1f75aa28,27/03/2016,4
db80363d35f10926,25/03/2016,13
db80363d35f10926,26/03/2016,6
db80363d35f10926,24/03/2016,2
3cad29d1a23209d2,23/03/2016,2
24b9b2a020826ede,12/03/2016,4
24b9b2a020826ede,24/03/2016,4
24b9b2a020826ede,25/03/2016,2
24b9b2a020826ede,24/03/2016,2
db80363d35f10926,18/03/2016,3
3cad29d1a23209d2,16/03/2016,2
632ba66e1f75aa28,28/03/2016,2
632ba66e1f75aa28,23/03/2016,2
3cad29d1a23209d2,12/03/2016,3
3cad29d1a23209d2,13/03/2016,3
3cad29d1a23209d2,16/03/2016,2
24b9b2a020826ede,29/03/2016,4
24b9b2a020826ede,16/03/2016,21
f068442ebb6c246c,24/03/2016,2
f068442ebb6c246c,22/03/2016,3
24b9b2a020826ede,21/03/2016,2
24b9b2a020826ede,16/03/2016,7
24b9b2a020826ede,10/03/2016,7
24b9b2a020826ede,25/03/2016,4
24b9b2a020826ede,02/03/2016,13
24b9b2a020826ede,27/03/2016,6
f068442ebb6c246c,29/02/2016,3
632ba66e1f75aa28,25/03/2016,4
f068442ebb6c246c,23/03/2016,4
db80363d35f10926,27/03/2016,5
db80363d35f10926,18/03/2016,15
3cad29d1a23209d2,30/03/2016,3
3cad29d1a23209d2,27/03/2016,6
3cad29d1a23209d2,22/03/2016,2
3cad29d1a23209d2,30/03/2016,1
632ba66e1f75aa28,31/03/2016,2
f068442ebb6c246c,13/03/2016,4
3cad29d1a23209d2,16/03/2016,2
3cad29d1a23209d2,29/03/2016,5
3cad29d1a23209d2,24/03/2016,2
3cad29d1a23209d2,24/03/2016,3
3cad29d1a23209d2,05/03/2016,2
632ba66e1f75aa28,01/04/2016,3
24b9b2a020826ede,28/03/2016,25
db80363d35f10926,28/03/2016,4
3cad29d1a23209d2,29/03/2016,2
3cad29d1a23209d2,17/03/2016,6
24b9b2a020826ede,01/04/2016,2
24b9b2a020826ede,29/03/2016,8
24b9b2a020826ede,29/03/2016,4
24b9b2a020826ede,28/03/2016,2
db80363d35f10926,01/04/2016,2
24b9b2a020826ede,31/03/2016,2
24b9b2a020826ede,20/03/2016,6
3cad29d1a23209d2,20/02/2016,4
3cad29d1a23209d2,18/03/2016,3
3cad29d1a23209d2,14/02/2016,2
3cad29d1a23209d2,28/03/2016,2
3cad29d1a23209d2,17/03/2016,2
3cad29d1a23209d2,01/04/2016,2
3cad29d1a23209d2,24/03/2016,12
24b9b2a020826ede,04/04/2016,4
24b9b2a020826ede,27/03/2016,3
